title,bazdid,karbaran,minute,title1,ژانر,کشور,سال,imdb,number of episod,قسمت,فصل,serial,film
بلوک 9 خروجی 2,10,4,2.85,بلوک 9 خروجی 2,خانوادگی,ایران,1390,0,0,0,0,NULL,1
بلوک 9 خروجی 2,10,4,2.85,بلوک 9 خروجی 2,خانوادگی,ایران,1390,0,0,0,0,NULL,1
بلوک 9 خروجی 2,10,4,2.85,بلوک 9 خروجی 2,خانوادگی,ایران,1390,0,0,0,0,NULL,1
بلیچ,79,52,25.09,بلیچ,"حادثه‌ای,ماجراجویی",ژاپن,1397,6.5,0,0,0,NULL,1
بلیچ,79,52,25.09,بلیچ,"حادثه‌ای,ماجراجویی",ژاپن,1397,6.5,0,0,0,NULL,1
بلیچ,79,52,25.09,بلیچ,"حادثه‌ای,ماجراجویی",ژاپن,1397,6.5,0,0,0,NULL,1
بلیچ,79,52,25.09,بلیچ,"حادثه‌ای,ماجراجویی",ژاپن,1397,6.5,0,0,0,NULL,1
بلیچ,79,52,25.09,بلیچ,"حادثه‌ای,ماجراجویی",ژاپن,1397,6.5,0,0,0,NULL,1
بلینکی بیل,55,32,18.6,بلینکی بیل,کودک,آمریکا ، هند ، استرالیا,1393,5.2,0,0,0,NULL,1
بن تن فصل 2 قسمت 1,221,151,49.36,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,1,2,1,NULL
بن تن فصل 2 قسمت 10,84,47,21.3,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,10,2,1,NULL
بن تن فصل 2 قسمت 11,69,44,12.79,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,11,2,1,NULL
بن تن فصل 2 قسمت 12,57,36,16.32,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,12,2,1,NULL
بن تن فصل 2 قسمت 13,107,73,26.32,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,13,2,1,NULL
بن تن فصل 2 قسمت 2,114,75,28.95,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,2,2,1,NULL
بن تن فصل 2 قسمت 3,96,52,24.21,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,3,2,1,NULL
بن تن فصل 2 قسمت 4,101,61,25.3,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,4,2,1,NULL
بن تن فصل 2 قسمت 5,94,51,20,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,5,2,1,NULL
بن تن فصل 2 قسمت 6,73,40,12.25,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,6,2,1,NULL
بن تن فصل 2 قسمت 7,53,40,16.04,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,7,2,1,NULL
بن تن فصل 2 قسمت 8,53,34,12.07,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,8,2,1,NULL
بن تن فصل 2 قسمت 9,67,37,17.03,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,9,2,1,NULL
بن تن فصل 3 قسمت 1,54,27,12.18,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,1,3,1,NULL
بن تن فصل 3 قسمت 10,21,16,7.71,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,10,3,1,NULL
بن تن فصل 3 قسمت 11,18,15,2.86,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,11,3,1,NULL
بن تن فصل 3 قسمت 12,14,11,3.23,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,12,3,1,NULL
بن تن فصل 3 قسمت 13,32,24,10.29,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,13,3,1,NULL
بن تن فصل 3 قسمت 2,31,15,4.89,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,2,3,1,NULL
بن تن فصل 3 قسمت 3,44,17,7.32,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,3,3,1,NULL
بن تن فصل 3 قسمت 4,25,17,7.66,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,4,3,1,NULL
بن تن فصل 3 قسمت 5,27,18,10.18,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,5,3,1,NULL
بن تن فصل 3 قسمت 6,33,22,8.44,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,6,3,1,NULL
بن تن فصل 3 قسمت 7,29,20,9.67,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,7,3,1,NULL
بن تن فصل 3 قسمت 8,11,9,4.47,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,8,3,1,NULL
بن تن فصل 3 قسمت 9,26,18,5.36,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,13,9,3,1,NULL
بن تن فصل 4 قسمت 1,81,46,15.57,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,8,1,4,1,NULL
بن تن فصل 4 قسمت 2,51,31,8.03,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,8,2,4,1,NULL
بن تن فصل 4 قسمت 3,48,29,13.06,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,8,3,4,1,NULL
بن تن فصل 4 قسمت 4,44,26,7.41,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,8,4,4,1,NULL
بن تن فصل 4 قسمت 5,64,30,11.14,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,8,5,4,1,NULL
بن تن فصل 4 قسمت 6,48,25,6.93,"بن تن ",علمی-تخیلی،انیمیشن،کودکان,آمریکا,1384,7.1,8,6,4,1,NULL
